Topic,num_languages,num_views,links_from,links_to,ext_links,num_edits,num_editors,characters,words,sections,redirects_count
List of cabinets of the Netherlands,6,39061,318,117,49,92,46,66,13,3,1
Unhitched (book),0,21888,63,6,14,47,29,4219,670,5,1
Zlatko Mateša,20,43731,43,89,7,131,81,1406,230,3,1
Whistling tree frog,10,25386,51,22,23,96,61,2421,405,8,12
Harrie Van Leeuwen,2,1740,7,5,4,2,2,116,24,2,2
Whistling tree frog,10,25386,51,22,23,96,61,2421,405,8,12
Harrie Van Leeuwen,2,1740,7,5,4,2,2,116,24,2,2
François-Joseph-Gaston de Partz de Pressy,1,7392,19,6,9,10,5,330,55,2,1
Danilo Türk,52,173287,108,186,33,455,246,9329,1495,11,4
Little Women (1933 movie),29,1751,1,1,0,1,1,9224,1538,13,0
Epes the Southerner,1,9487,194,162,2,28,19,1266,212,2,1
Alfredo (name),11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Katrin Nabholz,8,6816,32,16,14,29,19,473,81,6,0
"Coyle, Oklahoma",26,32980,165,117,8,113,74,4603,786,7,1
Salome (opera),33,631747,805,1107,28,526,283,16031,2654,14,2
"DeWitt County, Texas",46,123528,526,446,51,196,129,6099,1013,19,3
Clare Cathcart,3,77684,38,22,19,72,47,750,128,4,0
2018 Campeonato de España de Resistencia,1,6817,269,187,1,32,13,270,49,8,1
Nicolò Rusca,7,8736,420,12,33,22,14,2074,361,5,1
John Shrapnell,2,15639,33,12,12,57,36,1758,291,6,2
"Bert, Allier",41,10688,355,329,13,80,37,92,14,5,1
Tjerk Westerterp,5,13995,301,121,8,58,33,4358,700,6,0
The Man Who Saved The World,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Zetzwil,26,8273,68,40,18,47,30,4114,710,7,3
Clermont-Créans,31,10297,389,368,10,35,24,150,22,3,1
Zetzwil,26,8273,68,40,18,47,30,4114,710,7,3
Clermont-Créans,31,10297,389,368,10,35,24,150,22,3,1
Kazimierz Ryczan,7,6978,16,7,9,21,18,308,55,2,0
Vengeance (2004),8,418534,195,76,21,453,180,10079,1737,11,1
Roberto Bianchi Montero,7,21226,49,71,13,42,17,789,133,5,0
Quảng Ninh province,46,29269,267,298,31,387,195,18350,3079,28,10
Isa Bellini,7,25201,28,21,8,37,18,1004,172,7,1
Al Seckel,4,121950,88,62,54,451,121,7767,1214,12,2
The Rainbow (1989 film),7,107399,110,96,8,154,77,10087,1776,7,0
CAC Mustang,0,27168,294,209,35,29,9,4063,668,14,11
Will Keith Kellogg,16,1386641,141,217,43,873,460,5788,935,10,5
Ludwig Leichhardt,26,279213,151,314,99,782,416,13912,2216,17,2
Sólheimajökull,9,39002,19,14,15,24,15,748,112,3,1
Charles Grawemeyer,1,10650,14,10,17,37,24,443,68,4,3
Jacoby Jones,9,974262,232,231,40,834,482,8246,1438,19,0
Christian Social Front,3,78999,31,17,15,57,29,2455,396,6,0
Serre (river),6,10545,29,23,10,26,18,386,64,2,1
Law and the Multiverse,0,7841,11,3,7,18,11,1196,196,5,0
1206,134,78389,194,115,5,229,135,116,21,14,11
Stuart Berry,4,19977,99,159,2,54,20,694,123,4,1
Stuart Berry,4,19977,99,159,2,54,20,694,123,4,1
Bart vs. Thanksgiving,13,133829,143,109,15,457,289,7845,1328,7,3
OS X El Capitan,24,3681186,576,364,115,910,376,7850,1286,18,13
"Brady Township, Williams County, Ohio",4,11048,74,56,12,31,20,1073,184,6,2
"Lewis Creek, Indiana",1,6751,84,59,12,11,8,418,69,4,0
KKLQ (FM),1,105209,807,426,81,1112,372,25126,4193,22,11
Nizhneyablochny,5,1477,53,37,4,15,5,446,62,3,0
Ōfune Site,3,10565,19,23,9,20,4,2001,331,5,0
"Sheridan County, Nebraska",39,79097,295,358,24,148,88,3102,528,16,1
Carleton B. Swift Jr.,0,17017,27,11,14,43,30,1808,319,9,5
"Sheridan County, Nebraska",39,79097,295,358,24,148,88,3102,528,16,1
Carleton B. Swift Jr.,0,17017,27,11,14,43,30,1808,319,9,5
We Are Born,18,491812,99,145,45,285,159,2527,442,8,11
Tudorel Toader,8,39853,34,31,12,183,82,763,127,9,0
Karin Pilsäter,2,9395,579,206,8,49,33,556,87,2,2
Victor Ho,0,11040,9,4,3,18,12,1462,239,3,1
Jerry Rush,2,18076,65,117,13,31,19,364,62,2,1
Industrial (Second),3,12155,81,139,7,67,22,624,98,9,0
Tincup Lake Water Aerodrome,3,6754,127,9,2,28,12,151,28,2,1
2023 Karachi Kings season,0,243,113,17,27,9,2,301,53,12,0
Human Connectome Project,10,217551,159,187,63,123,87,8039,1212,13,0
Sue Carr,0,43943,80,64,11,101,49,1797,319,6,0
Mathieu Traoré,2,1033,33,28,4,6,4,228,42,3,1
Katsushika Ōi,12,282702,226,204,23,151,62,3453,593,8,4
Line of Descent,0,525547,24,25,9,218,91,5759,996,7,3
Maria Anna of Austria,31,183749,243,263,20,240,142,1886,328,10,5
"Agara, Bangalore",1,80694,91,240,13,66,49,578,95,2,1
Maharaja Suraj Mal,8,90844,1,42,0,4,4,9002,1560,17,0
Robot Combat League,2,119475,65,167,9,335,120,2158,366,16,0
"Allport, Arkansas",24,18354,70,44,17,113,65,2634,444,7,2
Luca Lombardi (composer),5,4489,64,34,26,66,40,1387,232,7,0
Elephants Dream,25,164245,63,80,22,495,313,5888,964,9,9
Lisores,37,22042,571,542,11,66,43,135,19,4,0
Kidderminster,29,638833,361,1008,58,1394,658,15895,2529,21,10
R46 (South Africa),1,5048,90,67,8,36,20,227,39,3,3
Robert Lee Russell,2,26771,26,31,2,48,23,1559,277,5,1
Cees Veerman (musician),4,29413,16,13,7,21,15,324,63,3,2
Stall (flight),29,421612,9,433,0,4,4,29446,4859,19,0
Heuland,39,21826,571,541,11,67,41,134,19,4,0
Navassa Island,88,1348871,529,989,85,1008,525,13941,2218,13,28
Jean-Louis Debré,17,63480,141,88,32,159,94,4214,648,10,1
Tarcisio Gitti,3,7429,18,8,1,17,15,905,167,2,0
Bryan Williams (Canadian lawyer),2,7316,49,8,19,30,19,7410,1199,12,0
Fran Warren,9,48513,36,57,13,110,66,1345,247,5,1
Mohd Zabri Abdul Hamid,1,20785,34,12,6,90,46,4523,762,7,0
Louise Arner Boyd,18,65427,72,37,35,269,132,7794,1303,7,2
Marrakesh,106,4373911,716,1994,343,3063,1257,62116,9923,46,24
Sikhae,3,28647,40,11,7,37,20,1216,193,6,0
Howard Hawks,50,1802899,550,1027,103,1195,479,44171,7358,18,2
Takuya Matsuura,25,14490,72,38,6,59,38,367,62,5,0
Howard Hawks,50,1802899,550,1027,103,1195,479,44171,7358,18,2
Takuya Matsuura,25,14490,72,38,6,59,38,367,62,5,0
Criminal procedure,33,661747,408,1218,17,310,225,5355,909,7,17
Linus (moon),15,28374,100,157,19,108,52,1547,254,3,10
Qaleh Sar-e Olya,4,3965,163,144,6,8,5,326,53,2,6
al-Lat,40,1,567,511,44,814,369,12483,2079,16,12
1987 in sports,14,50436,401,228,8,364,172,132,19,35,1
Plasmodium atheruri,1,6278,40,6,1,32,21,897,145,6,0
Brañosera,35,16058,222,213,16,34,24,232,38,2,5
Leveson,0,11933,29,11,1,40,19,107,16,4,0
Leveson,0,11933,29,11,1,40,19,107,16,4,0
"Washington, Iowa",35,112647,223,292,27,300,175,4191,726,13,3
Övre Svartlå,8,4292,31,14,6,13,11,134,22,2,3
Homophony,39,507109,74,513,9,416,160,5888,899,7,5
List of University of Johannesburg people,0,20335,65,11,34,89,49,552,85,8,0
In Old Kentucky (1909 movie),8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lorea Canales,2,11502,19,9,6,79,30,1749,281,5,1
Kavar County,18,16587,227,260,9,39,17,688,111,3,0
Nicholas Oudart,0,3623,33,8,7,12,6,2728,458,6,0
Anna Siarkowska,2,7447,10,7,6,10,9,192,36,2,0
Plzeň,100,1136639,355,2571,53,978,522,17792,2923,29,14
Mayengbam,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pruchnik,21,21122,40,38,12,50,31,2222,371,3,0
Overrun (film),0,5629,16,7,6,22,4,862,151,7,0
Anne Bartsch,0,7494,15,12,3,17,11,190,33,3,0
Sybra striatipennis,7,4772,17,3,4,10,8,108,20,2,0
Pete Rose,20,6321422,1838,2109,130,3891,2016,42116,7210,35,10
Paralakhemundi,24,181558,257,252,16,548,275,17647,2768,15,5
Mari Griffith,1,5401,33,13,16,25,17,2634,447,3,2
Shanghai Noon,36,1463723,93,151,18,658,486,6020,1045,11,0
Another Perfect Day,20,459592,156,126,13,384,194,3395,557,12,1
Xochitl Torres Small,10,451201,139,160,47,302,136,3803,605,15,3
Carrie Underwood,49,14264570,1420,3077,699,15954,6127,83106,14031,36,7
Rush Hour (movie),39,3355,4,2,0,3,3,104,21,8,0
The Cookbook,8,382702,258,190,105,470,249,8531,1453,14,9
Giuseppe Dell'Orefice,4,5937,24,4,10,32,10,225,35,4,0
Speed skating at the 1998 Winter Olympics – Women's 3000 metres,5,7914,114,51,6,37,20,268,47,4,1
Hydrophilic interaction chromatography,2,208889,47,29,20,118,58,8521,1285,10,4
Albano Laziale,64,146635,314,340,17,303,134,18628,3080,57,0
List of Mexico national football team managers,0,156001,158,102,11,213,103,92,18,2,0
Rick and Morty,62,28648607,497,1371,296,3160,1410,28570,4662,29,16
Belt manlift,0,75541,15,12,4,46,28,1393,243,5,3
Abdullah of Saudi Arabia,93,4796491,580,1527,250,4376,1973,38792,6333,30,37
Keihan Uji Line,7,16728,234,160,1,47,34,596,105,6,1
Copenhagen Philharmonic,3,26834,24,39,12,29,21,1518,242,6,1
Priscilla Presley,44,29087447,360,788,79,2635,1446,24550,4171,19,8
Lawrence University,9,483518,515,937,96,955,468,9958,1544,21,7
Professor Ratbaggy (album),0,14268,96,11,8,28,20,593,90,5,0
Harold Arlen,33,799597,392,1924,54,551,321,3967,705,10,2
Proxima Centauri,82,4328632,517,821,357,2302,836,23347,3720,17,24
Proxima Centauri,82,4328632,517,821,357,2302,836,23347,3720,17,24
Desperate Housewives,65,8533516,795,2543,259,11838,4645,44953,7319,27,18
Childs Restaurants,0,103736,116,118,127,227,87,12878,2052,18,2
The Sims 3,50,2830078,230,599,156,8026,3701,24642,4170,22,31
Stanisław Srokowski (writer),5,4372,50,4,25,45,13,1772,289,13,0
Harlem Courthouse,0,14545,125,19,7,37,28,960,170,4,0
Evilásio,0,3282,4,2,0,8,4,70,11,3,1
List of Palestinian records in Olympic weightlifting,0,1832,163,151,3,8,5,234,38,5,0
Eugen Steinach,9,138502,67,39,30,141,85,3799,574,7,2
Willy Kuijpers,8,4077,22,15,3,18,14,428,70,3,0
Gurdwara Nanak Shahi,5,46576,347,49,5,49,33,2078,342,8,3
Mishon Ratliff,4,139530,36,40,19,759,332,521,88,11,3
Kansai Yamamoto,14,190121,40,35,32,73,49,2901,478,5,0
Fleetwood Weekly News,2,13789,66,63,4,34,26,346,57,3,0
Kirby: Nightmare in Dream Land,8,65195,21,41,0,276,165,13935,2308,10,0
Nadezhda Iarondaikina,1,890,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Celestial Omnibus,0,48641,34,29,2,40,33,346,57,3,0
Tony Rice,14,680546,175,430,43,479,253,7948,1311,13,3
Friot,0,1535,6,1,0,1,1,60,10,1,0
Witten conjecture,1,52465,109,18,16,57,20,3284,559,5,2
Witten conjecture,1,52465,109,18,16,57,20,3284,559,5,2
Montenois,32,8098,607,582,11,50,33,199,26,6,0
Jalaludin Rakhmat,4,761,5,4,0,1,1,4501,710,8,0
Ligularia stenocephala,5,15534,40,5,18,14,13,168,28,3,0
Laura Lau,1,27913,34,10,15,25,17,876,147,5,0
Eschatothrips,2,1051,26,2,6,4,4,65,11,3,0
Kalgoorlie Nickel Smelter,0,534,111,92,19,25,2,5765,940,5,1
Modernization,25,225880,13,456,5,396,242,26185,3890,17,0
High Season (film),2,55652,27,31,3,70,38,2309,373,6,1
Giorgi Baramidze,15,29624,93,77,10,208,98,5354,836,9,1
Auktawgyi,1,5786,86,68,5,6,6,140,25,3,0
Melanerpes shawi,0,1145,49,5,2,9,6,4417,707,5,0
Ruedi Walter,5,15467,55,34,27,57,23,4591,747,10,2
Witnesham,10,26634,289,250,27,123,63,1922,333,7,0
University of Cincinnati College of Applied Science,1,16688,19,15,17,43,37,478,77,3,1
Nylon,66,4625671,809,1937,123,3130,1630,30403,4793,34,8
Iaido,36,1010912,301,244,39,1177,550,12433,1945,17,9
Pamela Herd,0,3720,25,6,26,18,14,3295,511,9,0
2011 French Open – Day-by-day summaries,0,11267,363,20,127,11,10,29887,5120,17,3
1969 French presidential election,19,202071,316,215,5,122,82,2995,505,6,1
Shamal Bhatt,1,58915,24,21,17,93,36,2014,294,6,0
Helen Aberson-Mayer,4,52395,20,26,19,45,24,2079,335,4,3
Muhammad Saleh Thattvi,3,15456,32,9,16,66,37,1475,239,4,1
Bastogne,44,726283,156,471,24,316,238,5165,832,11,7
Mario Roberto Álvarez,9,20575,74,39,21,68,48,3907,618,6,1
"Hyde Park, Leeds",2,105696,88,217,28,364,179,4657,762,9,2
Phillip Wilcher,4,995613,94,150,70,609,197,26830,4402,17,3
1937–38 Serie C,3,11083,179,103,0,32,16,117,23,7,3
Chanute Athletics,0,3815,35,7,22,75,10,4223,679,9,4
"Pine Lake, Wisconsin",11,14625,97,62,5,63,40,2374,409,8,2
Chanute Athletics,0,3815,35,7,22,75,10,4223,679,9,4
"Pine Lake, Wisconsin",11,14625,97,62,5,63,40,2374,409,8,2
Niederönz,24,9020,91,86,18,45,28,2531,422,6,14
The Secret Garden,31,4114646,197,338,52,1920,1079,24601,4075,15,18
Two Fyodors,12,5061,22,6,8,31,10,726,124,6,1
Dick Allan,0,9120,26,10,10,45,17,1476,246,7,0
Eleanor Stackhouse Atkinson,2,25250,52,26,27,97,48,2266,364,7,2
Pedestal Software,0,10257,7,3,12,14,12,401,66,2,1
Bazi Bridge,2,3442,15,3,2,3,3,784,130,4,0
List of 1992 Seattle Mariners draft picks,0,5070,113,16,97,30,16,342,62,6,0
Southeast Asian Floorball Championships,0,7970,13,8,1,7,4,177,27,5,0
Neume,33,484759,213,291,37,337,207,11153,1779,21,38
K. G. Hammar,9,21061,146,30,16,130,80,4436,730,7,4
Limmat,42,137031,179,317,38,164,81,2772,453,7,4
Hideki Nishimura,20,7471,31,10,4,28,23,776,135,5,0
Plathymenia (mollusc),2,636,24,4,9,3,2,88,15,3,0
Randy Moss,17,10025322,1084,1450,421,5716,2559,48014,8303,45,5
Vilanova i la Geltrú,51,168299,394,605,31,283,168,11542,1828,10,11
Herbert Erhardt,23,32445,118,120,10,86,59,1460,260,5,0
Robert C. O'Brien,17,420574,193,263,146,490,196,13960,2174,21,6
Olomouc,82,667064,443,2231,54,822,415,17110,2768,29,11
Ben & Jerry's,27,3909869,820,1096,160,3141,1855,28996,4759,25,19
Michael Haneke,54,1888107,566,933,74,748,427,5228,873,10,3
Hiroshi Tetsuto,19,6502,29,15,6,53,36,630,103,4,1
List of extinction events,58,413700,384,232,96,140,60,57,12,3,2
Monte Carlo algorithm,51,454589,45,77,5,120,83,4188,658,9,4
Austin Pearce,0,11180,21,16,4,41,32,665,108,2,0
Mancini (Brazilian footballer),30,331239,164,160,29,978,576,5230,887,20,4
Jabadá,1,4657,111,14,4,8,7,119,22,2,1
Coat of arms of Denmark,51,398263,352,343,9,564,220,8622,1474,14,10
Microwave oven,80,5796848,343,1199,176,5254,2833,44927,7139,35,27
Flatboat,5,175571,45,290,21,330,160,6435,1033,8,3
Joe Pepitone,5,645843,109,192,65,627,307,6765,1161,15,2
Jim Brown,35,8045842,1225,1843,296,2704,1345,25856,4382,24,8
Dániel Sváb,3,7898,34,25,2,118,29,333,60,6,1
Leptaxis wollastoni,5,4729,40,12,11,38,28,228,36,2,0
"Valea Mare, Covasna",22,7554,64,56,10,67,33,718,119,4,1
Mercedes Schlapp,3,1456096,187,127,34,231,134,3690,568,13,2
Vallda,10,11033,52,37,6,26,20,258,43,3,0
Gu'an railway station,2,N/A,18,33,6,3,2,318,51,3,0
Vallda,10,11033,52,37,6,26,20,258,43,3,0
Gu'an railway station,2,N/A,18,33,6,3,2,318,51,3,0
Reinaldo Azambuja,11,15874,90,37,10,31,20,6275,1048,5,0
Viduthalai (newspaper),1,2427,379,73,10,42,8,2404,392,7,1
List of Old World monkey species,1,186541,305,16,537,110,33,124,23,13,1
Asplanchnidae,5,1813,29,7,15,6,5,75,14,2,0
Trypanophora,5,6828,25,7,9,7,7,58,12,2,2
José Grases Riera,4,16808,13,26,6,24,20,1469,242,2,1
Leif Tronstad,2,182365,147,68,36,159,68,17089,2794,12,2
Financial Service Unit of the Commonwealth of Dominica,0,20454,21,8,23,35,24,2897,441,7,0
Alto Alegre do Pindaré,23,10470,238,221,9,34,26,256,43,3,1
Gérard Crombac,5,13132,38,30,15,77,32,1282,221,8,2
"St Lawrence's Hospital, Bodmin",0,19598,122,24,13,102,30,3911,651,7,5
First Austrian Republic,40,704451,207,1014,7,371,210,11323,1733,7,7
Newcastle School for Boys,1,28850,113,108,11,125,66,1526,247,7,0
Serket,46,729467,332,360,10,344,214,2995,504,4,14
Joncourt,43,14530,841,825,9,88,55,515,87,5,0
Boris Brott,5,74359,64,59,40,204,112,7203,1176,11,0
WLRX (FM),0,9143,522,245,26,199,64,3633,633,4,3
Day of the Armed Forces of Azerbaijan,9,23102,96,39,45,116,39,7969,1295,10,0
Soundtrack for the Voices in My Head Vol. 03,0,36428,46,35,11,34,23,1275,225,6,0
Susan Dey,24,4015794,175,249,34,526,337,3888,670,10,4
"Edison High School (Milan, Ohio)",0,20645,22,15,11,92,55,610,103,7,0
Blockhouse,26,501932,339,895,29,270,181,7963,1281,12,6
Perry Crosier,1,1981,26,6,7,16,8,889,146,2,1
FC 08 Villingen,6,78979,96,135,14,128,53,3342,532,11,4
Georg Stetter,3,15474,59,33,14,46,36,8447,1236,8,0
Tanganyika,64,1191798,14,238,0,42,33,24,4,4,7
Threat,28,460504,38,315,11,250,176,2212,367,9,7
List of criminal organizations in DC Comics,0,218621,735,203,32,625,120,83449,13292,417,40
Fulgencio Batista,78,4882856,472,8984,96,3025,1406,28598,4504,18,9
Edmund Conen,29,48844,254,222,15,131,84,2362,418,7,0
Ryan Seacrest,32,9957301,213,1155,120,4983,2525,13536,2222,22,10
Jack Smart (cricketer),1,5646,33,11,4,30,27,2114,364,3,1
Dulwich Hill railway station,0,27357,104,82,10,170,77,1491,259,9,2
Superfund Research Program,0,13769,25,13,16,41,26,1141,154,4,4
Cotton Mather,30,1787950,483,626,116,1753,823,54475,8743,38,2
Carmacks Airport,4,11090,129,14,5,42,18,125,21,3,2
Masumi Mitsui,0,30786,65,42,14,110,33,7528,1242,11,0
Lindö,13,8870,51,40,8,40,34,375,63,3,0
Carmacks Airport,4,11090,129,14,5,42,18,125,21,3,2
Masumi Mitsui,0,30786,65,42,14,110,33,7528,1242,11,0
Lindö,13,8870,51,40,8,40,34,375,63,3,0
COVID-19 pandemic in Tanzania,15,314732,1673,1865,187,530,270,2264,351,23,11
Drohiczyn Land,4,5932,24,10,11,12,12,659,108,1,0
Chandrashekar Azad,27,38917,1,10,0,3,3,8395,1381,11,0
macOS Monterey,19,20,411,323,101,775,333,1981,325,12,8
"Valle de los Ríos Apurímac, Ene y Mantaro",3,130669,33,64,9,76,30,1329,223,4,9
Mateusz Michalski (swimmer),1,5806,22,19,1,30,18,143,24,2,0
Linkin Park,104,21469399,627,3930,576,13588,4824,40006,6704,24,52
Cameron McInnes,1,90377,117,113,33,396,179,4417,762,18,0
Sky Riders,7,80246,50,54,8,90,50,3252,568,7,0
Julie Zeilinger,2,17752,31,18,19,87,46,3986,609,6,0
Franchot Tone,35,1563755,298,363,104,775,330,17655,2959,17,1
J Awards of 2013,0,2722,54,47,2,7,3,960,159,7,0
Marianne Thieme,21,160647,928,999,28,250,126,3832,641,8,0
Ocmulgee shiner,8,3252,38,5,13,11,8,197,35,2,3
Sangu language (Tanzania),6,15615,683,128,4,39,13,150,23,2,5
IKEA,81,10316462,514,1948,525,7200,3850,46795,7499,48,15
Johnny Sins,35,9668548,59,179,75,744,361,3114,522,7,2
Johnny Sins,35,9668548,59,179,75,744,361,3114,522,7,2
Moon wrasse,19,57074,44,22,25,80,57,2520,428,4,5
MS Estonia,30,2591912,128,3006,26,1503,774,5947,998,13,19
"Frederick, Maryland",50,1243277,792,1920,123,2306,948,35944,5609,39,14
Puerto Rican Nationalist Party revolts of the 1950s,1,147207,328,342,32,571,98,19219,3073,29,2
Ibrahim Salah,12,58178,4,20,0,3,2,27,5,1,1
White Christmas (song),31,2466427,713,2016,107,1592,858,13142,2204,23,2
"Berlin, Maryland",30,274037,200,256,38,252,154,9241,1519,19,7
Lipotoxicity,0,78917,46,25,31,70,26,6397,948,11,0
"Clow, Arkansas",3,9360,38,30,9,33,23,434,67,3,1
Hypertriglyceridemia,17,749546,96,234,56,250,131,4521,627,12,38
Contraposition,22,867258,304,140,4,370,229,9410,1652,18,5
Costa Rican people,8,40853,2,34,0,1,1,10228,1588,13,0
Ivan Dias,26,84846,143,50,32,342,187,6691,1070,13,2
Guinevere: The Legend in Autumn,0,10162,24,26,4,38,28,695,120,3,1
Aleksandr Viktorenko,28,38028,34,59,8,110,82,350,59,3,3
Copycat Building,0,48712,66,33,16,182,109,2680,415,4,0
List of Regular Show episodes,11,3006302,87,166,468,3176,1100,2591,422,21,7
Jared Borgetti,32,634970,317,391,24,1570,768,6961,1190,19,3
Handschuheim,43,12669,559,530,17,76,40,173,31,4,0
High Speed Civil Transport,3,95437,51,67,9,140,61,3246,503,6,5
Brown Bag Films,2,248087,130,96,49,515,264,10060,1634,10,3
"Dobson, North Carolina",24,84978,255,257,25,203,128,2623,463,10,2
Abner Hunt Francis,0,4773,18,10,13,79,23,3030,468,7,2
"Boulder, Colorado",67,3443454,626,6055,234,3948,1822,25953,4162,41,20
2019 North Indian Ocean cyclone season,8,645265,140,186,92,1740,355,19683,3190,21,12
Tuesday Weld,29,4293130,289,357,58,700,446,13501,2343,15,1
List of Universal Pictures movies,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jennifer Thomas (wrestler),2,57086,65,26,32,154,65,7655,1254,14,1
Semivowel,31,772108,145,925,16,334,173,4695,711,8,15
Jennifer Thomas (wrestler),2,57086,65,26,32,154,65,7655,1254,14,1
Semivowel,31,772108,145,925,16,334,173,4695,711,8,15
Philippines at the 2011 Asian Winter Games,0,6915,50,41,4,31,17,162,27,3,0
Turn Left at Mount Everest (Playhouse 90),0,1455,150,117,5,9,6,1293,216,5,0
William B. Ogden,7,79988,128,115,26,238,155,6997,1188,9,1
Keith Smythe,0,4673,8,8,3,13,10,148,28,3,1
High Speed Rail Corporation of India Limited,1,24190,337,333,15,29,17,1055,174,9,2
Tokmak urban hromada,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Needle,84,227654,39,85,0,429,279,20,4,13,4
Nola,63,355395,233,406,30,359,224,6560,1131,16,6
Albania–Yugoslav border incident (April 1999),6,65320,512,326,15,659,208,3122,502,6,14
Kusunoki Masashige,24,396187,90,106,14,221,133,6467,1039,10,4
Mekong giant catfish,35,636845,88,70,51,459,284,8485,1369,10,14
Bobby Lewis,7,151815,92,137,18,273,119,1643,290,6,1
Battle of the Catalaunian Plains,54,1494093,311,332,24,1418,646,34058,5627,17,20
Tulunsky District,11,13171,134,141,11,20,12,886,129,5,14
Ferdinand Langlé,3,4932,28,12,19,14,11,1057,159,4,0
1923 Twente–Westphalia athletics competition,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gates of Homs,2,16473,18,5,4,25,18,402,69,2,1
List of North American sheep breeds,0,1301,45,22,4,13,3,251,41,2,0
Aralvaimozhi,12,81766,44,125,8,129,94,2338,390,10,8
Exclamation mark,78,3547047,312,1021,134,2244,1346,21764,3540,35,37
Peter Brock,11,1405857,592,585,80,1633,723,26198,4463,37,3
Cemeteries Clauses Act 1847,0,6004,174,7,9,8,8,741,138,11,0
Guy Carbonneau,12,309080,337,206,13,422,223,3222,552,9,1
Susanna and the Elders (Pittoni),3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aleksandar Stipčević,6,35985,44,59,23,86,47,768,127,3,3
Actinoscyphiidae,5,6811,26,14,13,8,7,81,14,3,0
Black and Blue (video),3,139741,241,192,12,85,52,2891,497,8,0
Coming Home to You,0,9184,58,21,5,19,13,1134,208,7,1
Kalush (rap group),42,352835,591,492,61,267,100,4105,639,18,7
Bar-Ilan University,33,348009,211,977,60,582,305,5422,813,10,7
"Beauregard, Ain",53,12568,425,407,7,97,47,492,81,6,0
Medical cannabis,29,3708463,1281,1763,353,6908,2442,28287,4261,35,39
Johor Bahru Chinese Heritage Museum,2,14350,99,116,8,53,12,552,89,6,0
Sivry-Rance,30,18340,121,101,7,59,48,408,59,4,0
Kendall Jenner,108,30957005,432,698,498,4525,1835,22110,3512,26,6
Nucleus (brain),16,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Balmoral, New South Wales (Southern Highlands)",1,51052,131,85,11,92,61,2221,354,4,2
Fred M. Vinson Birthplace,0,5276,87,8,10,14,6,711,126,2,0
The Moniker,3,25238,120,18,19,97,42,1236,208,9,1
Northern Italy,40,1363449,518,2096,34,705,382,22124,3601,16,13
AI Song Contest,10,15447,32,11,10,31,15,1468,240,7,1
"Íñigo López de Mendoza, 1st Marquis of Santillana",18,39797,67,66,34,169,101,2225,378,5,18
2001 Green Party of Ontario leadership election,0,2755,75,9,1,28,14,281,44,4,2
Michael Bracewell (cricketer),7,241833,134,173,16,142,35,2060,352,4,0
Rhoscopus,0,9063,1232,1239,3,4,4,538,76,2,4
